Campus;Identificador;Ano;Semestre;Cd_Disciplina;Codigo_Conceito;Nota;Faltas_Teorica;Faltas_Pratica
CRP;30005241;2016;1;ADE 101 ; ;66;0;0
CRP;30005241;2016;1;CIC 100 ; ;54;4;0
CRP;30005241;2016;1;CRP 181 ; ;80;0;0
CRP;30005241;2016;1;CRP 290 ; ;97;0;0
CRP;30005241;2016;1;CRP 296 ; ;79;0;0
CRP;30005241;2016;2;ADE 102 ; ;78;4;0
CRP;30005241;2016;2;CIC 100 ; ;98;0;0
CRP;30005241;2016;2;CRP 091 ;N;0;8;0
CRP;30005241;2016;2;CRP 191 ; ;18;4;0
CRP;30005241;2016;2;CRP 291 ; ;88;0;0
CRP;30005241;2016;2;CRP 295 ; ;70;0;0
CRP;30005241;2016;2;CRP 297 ; ;52;8;0
CRP;30005241;2017;0;ADE 315 ; ;74;0;0
CRP;30005241;2017;0;ADE 329 ; ;72;8;0
CRP;30005242;2016;1;ADE 101 ; ;81;4;0
CRP;30005242;2016;1;CIC 100 ; ;63;2;0
CRP;30005242;2016;1;CRP 181 ; ;72;10;0
CRP;30005242;2016;1;CRP 290 ; ;93;0;0
CRP;30005242;2016;1;CRP 296 ; ;78;1;0
CRP;30005242;2016;2;ADE 102 ; ;62;8;0
CRP;30005242;2016;2;CIC 343 ; ;50;10;0
CRP;30005242;2016;2;CRP 091 ;S;0;6;0
CRP;30005242;2016;2;CRP 191 ;L;9;18;0
CRP;30005242;2016;2;CRP 291 ;L;8;20;0
CRP;30005242;2016;2;CRP 295 ; ;35;6;0
CRP;30005242;2016;2;CRP 297 ; ;28;6;0
CRP;30005242;2017;1;AFA 001 ;K;;;
CRP;30005243;2016;1;ADE 101 ;L;0;48;0
CRP;30005243;2016;1;CIC 100 ;L;0;36;0
CRP;30005243;2016;1;CRP 181 ;L;0;24;0
CRP;30005243;2016;1;CRP 290 ; ;0;4;0
CRP;30005243;2016;1;CRP 296 ; ;0;10;0
CRP;30005244;2016;1;ADE 101 ; ;60;0;0
CRP;30005244;2016;1;CIC 100 ; ;30;2;0
CRP;30005244;2016;1;CRP 181 ; ;67;2;0
CRP;30005244;2016;1;CRP 290 ; ;92;2;0
CRP;30005244;2016;1;CRP 296 ; ;75;2;0
CRP;30005244;2016;2;ADE 102 ; ;70;4;0
CRP;30005244;2016;2;CIC 100 ; ;69;4;0
CRP;30005244;2016;2;CRP 091 ;S;0;2;0
CRP;30005244;2016;2;CRP 191 ; ;38;10;0
CRP;30005244;2016;2;CRP 295 ; ;60;6;0
CRP;30005244;2016;2;CRP 297 ; ;36;6;0
CRP;30005245;2016;1;ADE 101 ; ;68;4;0
CRP;30005245;2016;1;CIC 100 ; ;64;0;0
CRP;30005245;2016;1;CRP 181 ; ;75;2;0
CRP;30005245;2016;1;CRP 290 ; ;88;8;0
CRP;30005245;2016;1;CRP 296 ; ;77;4;0
CRP;30005245;2016;2;ADE 102 ; ;64;6;0
CRP;30005245;2016;2;CIC 343 ; ;78;4;0
CRP;30005245;2016;2;CRP 091 ;S;0;2;0
CRP;30005245;2016;2;CRP 191 ; ;80;4;0
CRP;30005245;2016;2;CRP 295 ; ;73;2;0
CRP;30005245;2016;2;CRP 297 ; ;69;2;0
CRP;30005246;2016;1;ADE 101 ; ;89;0;0
CRP;30005246;2016;1;CIC 100 ; ;83;0;0
CRP;30005246;2016;1;CRP 181 ; ;76;2;0
CRP;30005246;2016;1;CRP 290 ; ;94;2;0
CRP;30005246;2016;1;CRP 296 ; ;80;0;0
CRP;30005246;2016;2;ADE 102 ; ;84;2;0
CRP;30005246;2016;2;CIC 343 ; ;75;2;0
CRP;30005246;2016;2;CRP 091 ;S;0;2;0
CRP;30005246;2016;2;CRP 191 ; ;81;4;0
CRP;30005246;2016;2;CRP 295 ; ;75;0;0
CRP;30005246;2016;2;CRP 297 ; ;64;2;0
CRP;30005246;2016;2;CRP 396 ; ;76;2;0
CRP;30005246;2017;0;ADE 345 ; ;93;0;0
CRP;30005246;2017;0;ADE 402 ; ;97;0;0
CRP;30005246;2017;1;ADE 150 ; ;76;0;0
CRP;30005246;2017;1;ADE 194 ; ;84;0;0
CRP;30005246;2017;1;ADE 310 ; ;61;0;0
CRP;30005246;2017;1;ADE 351 ; ;61;0;0
CRP;30005246;2017;1;ADE 400 ; ;93;0;0
CRP;30005246;2017;1;CRP 192 ; ;61;4;0
CRP;30005246;2017;2;ADE 192 ; ;91;0;0
CRP;30005246;2017;2;ADE 195 ; ;81;6;0
CRP;30005246;2017;2;ADE 302 ; ;93;0;0
CRP;30005246;2017;2;ADE 311 ; ;77;0;0
CRP;30005246;2017;2;CRP 193 ; ;68;0;0
CRP;30005246;2018;0;ADE 140 ; ;95;0;0
CRP;30005246;2018;1;ADE 300 ; ;71;0;0
CRP;30005246;2018;1;ADE 320 ; ;73;0;0
CRP;30005246;2018;1;ADE 322 ; ;76;2;0
CRP;30005246;2018;1;ADE 324 ; ;78;2;0
CRP;30005246;2018;1;ADE 326 ; ;87;6;0
CRP;30005246;2018;2;ADE 301 ; ;47;0;0
CRP;30005246;2018;2;ADE 321 ; ;90;0;0
CRP;30005246;2018;2;ADE 323 ; ;73;0;0
CRP;30005246;2018;2;ADE 325 ; ;73;0;0
CRP;30005246;2018;2;CRP 391 ; ;63;2;0
CRP;30005246;2019;0;ADE 402 ; ;76;0;0
CRP;30005246;2019;1;ADE 316 ; ;70;0;0
CRP;30005246;2019;1;ADE 328 ; ;88;2;0
CRP;30005246;2019;1;ADE 340 ; ;74;6;0
CRP;30005246;2019;1;ADE 399 ; ;81;0;0
CRP;30005246;2019;1;CRP 392 ; ;85;0;0
CRP;30005246;2019;2;ADE 301 ; ;76;6;0
CRP;30005246;2019;2;ADE 313 ; ;60;0;0
CRP;30005246;2019;2;ADE 420 ; ;90;10;0
CRP;30005246;2019;2;ADE 495 ; ;80;0;0
CRP;30005246;2020;4;ADE 490 ;S;100;0;0
CRP;30005246;2020;4;ADE 491 ;S;100;0;0
CRP;30005246;2020;4;ADE 492 ;S;100;0;0
CRP;30005246;2020;4;ADE 493 ;S;100;0;0
CRP;30005246;2020;4;ADE 494 ;S;100;0;0
CRP;30005246;2020;4;ADE 496 ;S;89;0;0
CRP;30005248;2016;1;ADE 101 ; ;65;10;0
CRP;30005248;2016;1;CIC 100 ; ;66;4;0
CRP;30005248;2016;1;CRP 181 ; ;75;4;0
CRP;30005248;2016;1;CRP 290 ; ;81;8;0
CRP;30005248;2016;1;CRP 296 ; ;73;3;0
CRP;30005248;2016;2;ADE 102 ; ;67;6;0
CRP;30005248;2016;2;CIC 343 ; ;60;4;0
CRP;30005248;2016;2;CRP 091 ;S;0;4;0
CRP;30005248;2016;2;CRP 191 ; ;60;2;0
CRP;30005248;2016;2;CRP 295 ; ;51;4;0
CRP;30005248;2016;2;CRP 297 ; ;60;6;0
CRP;30005248;2016;2;CRP 394 ; ;71;6;0
CRP;30005248;2017;1;AFA 001 ;K;;;
CRP;30005249;2016;1;ADE 101 ; ;72;2;0
CRP;30005249;2016;1;CIC 100 ; ;36;0;0
CRP;30005249;2016;1;CRP 181 ; ;68;2;0
CRP;30005249;2016;1;CRP 290 ; ;93;2;0
CRP;30005249;2016;1;CRP 296 ; ;78;4;0
CRP;30005249;2016;2;ADE 102 ; ;60;6;0
CRP;30005249;2016;2;CIC 100 ; ;83;2;0
CRP;30005249;2016;2;CRP 091 ;S;0;0;0
CRP;30005249;2016;2;CRP 191 ; ;40;12;0
CRP;30005249;2016;2;CRP 295 ; ;68;0;0
CRP;30005249;2016;2;CRP 297 ; ;61;4;0
CRP;30005250;2016;1;ADE 101 ; ;74;2;0
CRP;30005250;2016;1;CIC 100 ; ;62;0;0
CRP;30005250;2016;1;CRP 181 ; ;67;4;0
CRP;30005250;2016;1;CRP 290 ; ;91;2;0
CRP;30005250;2016;1;CRP 296 ; ;74;1;0
CRP;30005250;2016;2;ADE 102 ; ;62;4;0
CRP;30005250;2016;2;CIC 343 ; ;67;2;0
CRP;30005250;2016;2;CRP 091 ;S;0;2;0
CRP;30005250;2016;2;CRP 191 ; ;60;8;0
CRP;30005250;2016;2;CRP 295 ; ;70;2;0
CRP;30005250;2016;2;CRP 297 ; ;49;4;0
CRP;30005250;2017;1;ADE 150 ;L;7;26;0
CRP;30005250;2017;1;ADE 194 ; ;74;0;0
CRP;30005250;2017;1;ADE 310 ; ;62;8;0
CRP;30005250;2017;1;ADE 351 ; ;34;14;0
CRP;30005250;2017;1;CRP 192 ; ;35;12;0
CRP;30005250;2017;2;ADE 192 ; ;81;2;0
CRP;30005250;2017;2;ADE 195 ; ;60;15;0
CRP;30005250;2017;2;ADE 302 ; ;74;10;0
CRP;30005250;2017;2;ADE 311 ; ;62;8;0
CRP;30005250;2018;1;ADE 150 ;L;12;56;0
CRP;30005250;2018;1;ADE 320 ; ;0;0;0
CRP;30005250;2018;1;ADE 322 ;L;17;26;0
CRP;30005250;2018;1;ADE 351 ;L;23;28;0
CRP;30005252;2016;1;ADE 101 ; ;86;2;0
CRP;30005252;2016;1;CIC 100 ; ;79;2;0
CRP;30005252;2016;1;CRP 181 ; ;73;0;0
CRP;30005252;2016;1;CRP 290 ; ;95;0;0
CRP;30005252;2016;1;CRP 296 ; ;82;0;0
CRP;30005252;2016;2;ADE 102 ; ;88;2;0
CRP;30005252;2016;2;CIC 343 ; ;93;0;0
CRP;30005252;2016;2;CRP 091 ;S;0;2;0
CRP;30005252;2016;2;CRP 191 ; ;99;2;0
CRP;30005252;2016;2;CRP 295 ; ;85;0;0
CRP;30005252;2016;2;CRP 297 ; ;91;2;0
CRP;30005252;2016;2;CRP 396 ; ;82;4;0
CRP;30005252;2017;1;ADE 150 ; ;69;0;0
CRP;30005252;2017;1;ADE 194 ; ;85;0;0
CRP;30005252;2017;1;ADE 310 ; ;87;6;0
CRP;30005252;2017;1;ADE 351 ; ;90;4;0
CRP;30005252;2017;1;CRP 192 ; ;64;2;0
CRP;30005252;2017;2;ADE 192 ; ;92;2;0
CRP;30005252;2017;2;ADE 195 ; ;85;5;0
CRP;30005252;2017;2;ADE 302 ; ;95;4;0
CRP;30005252;2017;2;ADE 311 ; ;97;0;0
CRP;30005252;2017;2;ADE 403 ; ;87;6;0
CRP;30005252;2017;2;CRP 193 ; ;82;0;0
CRP;30005252;2018;1;ADE 300 ; ;75;6;0
CRP;30005252;2018;1;ADE 320 ; ;85;2;0
CRP;30005252;2018;1;ADE 322 ; ;92;2;0
CRP;30005252;2018;1;ADE 324 ; ;94;6;0
CRP;30005252;2018;1;ADE 326 ; ;88;2;0
CRP;30005252;2018;2;ADE 301 ; ;69;2;0
CRP;30005252;2018;2;ADE 321 ; ;95;0;0
CRP;30005252;2018;2;ADE 323 ; ;86;0;0
CRP;30005252;2018;2;ADE 325 ; ;95;6;0
CRP;30005252;2018;2;ADE 405 ; ;80;0;0
CRP;30005252;2018;2;CRP 391 ; ;88;8;0
CRP;30005252;2019;1;ADE 313 ; ;84;0;0
CRP;30005252;2019;1;ADE 316 ; ;91;6;0
CRP;30005252;2019;1;ADE 328 ; ;90;2;0
CRP;30005252;2019;1;ADE 340 ; ;93;4;0
CRP;30005252;2019;1;ADE 491 ;S;100;0;0
CRP;30005252;2019;1;ADE 492 ;S;100;0;0
CRP;30005252;2019;1;ADE 493 ;S;100;0;0
CRP;30005252;2019;1;ADE 494 ;S;100;0;0
CRP;30005252;2019;1;CRP 292 ; ;100;2;0
CRP;30005252;2019;1;CRP 392 ; ;87;4;0
CRP;30005252;2019;2;ADE 344 ; ;94;0;0
CRP;30005252;2019;2;ADE 391 ; ;98;2;0
CRP;30005252;2019;2;ADE 420 ; ;98;2;0
CRP;30005252;2019;2;ADE 490 ;S;100;0;0
CRP;30005252;2019;2;ADE 495 ; ;88;0;0
CRP;30005252;2019;2;ADE 496 ; ;95;0;0
CRP;30005253;2016;1;ADE 101 ; ;84;0;0
CRP;30005253;2016;1;CIC 100 ; ;70;0;0
CRP;30005253;2016;1;CRP 181 ; ;75;2;0
CRP;30005253;2016;1;CRP 290 ; ;88;0;0
CRP;30005253;2016;1;CRP 296 ; ;78;0;0
CRP;30005253;2016;2;ADE 102 ; ;79;0;0
CRP;30005253;2016;2;CIC 343 ; ;51;0;0
CRP;30005253;2016;2;CRP 091 ;S;0;0;0
CRP;30005253;2016;2;CRP 191 ; ;25;6;0
CRP;30005253;2016;2;CRP 291 ; ;88;0;0
CRP;30005253;2016;2;CRP 295 ; ;54;0;0
CRP;30005253;2016;2;CRP 297 ; ;62;0;0
CRP;30005253;2017;1;ADE 150 ; ;0;2;0
CRP;30005253;2017;1;ADE 310 ; ;26;4;0
CRP;30005253;2017;1;ADE 345 ; ;40;10;0
CRP;30005254;2016;1;ADE 101 ; ;82;2;0
CRP;30005254;2016;1;CIC 100 ; ;72;0;0
CRP;30005254;2016;1;CRP 181 ; ;78;0;0
CRP;30005254;2016;1;CRP 290 ; ;90;0;0
CRP;30005254;2016;1;CRP 296 ; ;84;0;0
CRP;30005254;2016;2;ADE 102 ; ;80;4;0
CRP;30005254;2016;2;CIC 343 ; ;73;4;0
CRP;30005254;2016;2;CRP 091 ;S;0;4;0
CRP;30005254;2016;2;CRP 191 ; ;31;6;0
CRP;30005254;2016;2;CRP 295 ; ;67;2;0
CRP;30005254;2016;2;CRP 297 ; ;66;4;0
CRP;30005254;2017;1;ADE 150 ; ;52;4;0
CRP;30005254;2017;1;ADE 194 ; ;80;0;0
CRP;30005254;2017;1;ADE 310 ; ;77;4;0
CRP;30005254;2017;1;ADE 345 ; ;80;10;0
CRP;30005254;2017;1;CRP 091 ;S;0;6;0
CRP;30005254;2017;1;CRP 191 ; ;72;0;0
CRP;30005254;2017;2;ADE 192 ; ;77;2;0
CRP;30005254;2017;2;ADE 195 ; ;75;7;0
CRP;30005254;2017;2;ADE 302 ; ;87;4;0
CRP;30005254;2017;2;ADE 311 ; ;86;2;0
CRP;30005254;2017;2;CRP 192 ; ;80;4;0
CRP;30005254;2018;1;ADE 150 ; ;78;4;0
CRP;30005254;2018;1;ADE 320 ; ;81;0;0
CRP;30005254;2018;1;ADE 322 ; ;81;6;0
CRP;30005254;2018;1;ADE 326 ; ;87;2;0
CRP;30005254;2018;1;ADE 351 ; ;73;4;0
CRP;30005254;2018;2;ADE 321 ; ;82;0;0
CRP;30005254;2018;2;ADE 323 ; ;90;0;0
CRP;30005254;2018;2;ADE 405 ; ;88;0;0
CRP;30005254;2018;2;CRP 193 ; ;81;0;0
CRP;30005254;2018;2;CRP 391 ; ;69;6;0
CRP;30005254;2019;1;ADE 300 ; ;66;2;0
CRP;30005254;2019;1;ADE 316 ; ;69;0;0
CRP;30005254;2019;1;ADE 324 ; ;76;0;0
CRP;30005254;2019;1;ADE 340 ; ;78;2;0
CRP;30005254;2019;1;ADE 399 ; ;93;0;0
CRP;30005254;2019;1;CRP 392 ; ;77;2;0
CRP;30005254;2019;2;ADE 301 ; ;81;6;0
CRP;30005254;2019;2;ADE 325 ; ;78;6;0
CRP;30005254;2019;2;ADE 344 ; ;82;0;0
CRP;30005254;2019;2;ADE 420 ; ;88;4;0
CRP;30005254;2019;2;CRP 292 ; ;77;4;4
CRP;30005254;2020;0;ADE 402 ; ;87;0;0
CRP;30005254;2020;2;ADE 495 ;Q;0;0;0
CRP;30005254;2020;2;CRP 396 ; ;100;0;0
CRP;30005254;2020;4;ADE 313 ; ;100;0;0
CRP;30005254;2020;4;ADE 328 ; ;97;2;0
CRP;30005254;2020;4;ADE 490 ;S;100;0;0
CRP;30005254;2020;4;CRP 282 ; ;76;0;0
CRP;30005254;2020;4;CRP 394 ; ;90;0;0
CRP;30005255;2016;1;ADE 101 ; ;29;14;0
CRP;30005255;2016;1;CIC 100 ; ;61;8;0
CRP;30005255;2016;1;CRP 181 ; ;67;6;0
CRP;30005255;2016;1;CRP 290 ; ;80;10;0
CRP;30005255;2016;1;CRP 296 ; ;73;0;0
CRP;30005255;2016;2;CIC 343 ; ;27;14;0
CRP;30005255;2016;2;CRP 091 ;S;0;6;0
CRP;30005255;2016;2;CRP 191 ;L;3;20;0
CRP;30005255;2016;2;CRP 295 ; ;56;0;0
CRP;30005255;2016;2;CRP 297 ; ;19;14;0
CRP;30005256;2016;1;ADE 101 ; ;61;10;0
CRP;30005256;2016;1;CIC 100 ; ;27;10;0
CRP;30005256;2016;1;CRP 181 ; ;76;8;0
CRP;30005256;2016;1;CRP 290 ; ;71;2;0
CRP;30005256;2016;1;CRP 296 ; ;70;3;0
CRP;30005256;2016;2;ADE 102 ; ;23;15;0
CRP;30005256;2016;2;CRP 295 ;L;0;22;0
CRP;30005256;2016;2;CRP 297 ; ;0;14;0
CRP;30005257;2016;1;ADE 101 ;L;0;36;0
CRP;30005257;2016;1;CIC 100 ;L;0;38;0
CRP;30005257;2016;1;CRP 181 ;L;0;24;0
CRP;30005257;2016;1;CRP 290 ; ;14;4;0
CRP;30005257;2016;1;CRP 296 ; ;0;10;0
CRP;30005258;2016;1;ADE 101 ; ;78;2;0
CRP;30005258;2016;1;CIC 100 ; ;80;0;0
CRP;30005258;2016;1;CRP 181 ; ;75;0;0
CRP;30005258;2016;1;CRP 290 ; ;91;6;0
CRP;30005258;2016;1;CRP 296 ; ;83;0;0
CRP;30005258;2016;2;ADE 102 ; ;86;0;0
CRP;30005258;2016;2;CIC 343 ; ;81;0;0
CRP;30005258;2016;2;CRP 091 ;S;0;6;0
CRP;30005258;2016;2;CRP 191 ; ;78;4;0
CRP;30005258;2016;2;CRP 291 ; ;78;0;0
CRP;30005258;2016;2;CRP 295 ; ;73;0;0
CRP;30005258;2016;2;CRP 297 ; ;53;2;0
CRP;30005258;2017;1;ADE 150 ; ;32;14;0
CRP;30005258;2017;1;ADE 194 ; ;88;0;0
CRP;30005258;2017;1;ADE 310 ; ;82;8;0
CRP;30005258;2017;1;ADE 351 ; ;68;4;0
CRP;30005258;2017;1;CRP 192 ; ;78;0;0
CRP;30005258;2017;1;CRP 297 ; ;76;4;0
CRP;30005258;2017;2;ADE 150 ; ;100;10;0
CRP;30005258;2017;2;ADE 192 ; ;89;2;0
CRP;30005258;2017;2;ADE 195 ; ;94;2;0
CRP;30005258;2017;2;ADE 302 ; ;87;4;0
CRP;30005258;2017;2;ADE 311 ; ;94;2;0
CRP;30005258;2017;2;CRP 193 ; ;82;0;0
CRP;30005258;2018;1;ADE 300 ; ;85;4;0
CRP;30005258;2018;1;ADE 320 ; ;86;0;0
CRP;30005258;2018;1;ADE 322 ; ;85;0;0
CRP;30005258;2018;1;ADE 324 ; ;95;2;0
CRP;30005258;2018;1;ADE 326 ; ;88;4;0
CRP;30005258;2018;2;ADE 301 ; ;84;2;0
CRP;30005258;2018;2;ADE 321 ; ;93;0;0
CRP;30005258;2018;2;ADE 323 ; ;94;0;0
CRP;30005258;2018;2;ADE 325 ; ;90;12;0
CRP;30005258;2018;2;ADE 405 ; ;90;0;0
CRP;30005258;2018;2;CRP 391 ; ;84;2;0
CRP;30005258;2019;1;ADE 316 ; ;88;2;0
CRP;30005258;2019;1;ADE 328 ; ;88;2;0
CRP;30005258;2019;1;ADE 340 ; ;85;4;0
CRP;30005258;2019;1;ADE 399 ; ;93;0;0
CRP;30005258;2019;1;ADE 402 ; ;100;0;0
CRP;30005258;2019;1;CRP 292 ; ;96;2;2
CRP;30005258;2019;1;CRP 392 ; ;81;6;0
CRP;30005258;2019;2;ADE 313 ; ;92;2;0
CRP;30005258;2019;2;ADE 344 ; ;87;0;0
CRP;30005258;2019;2;ADE 391 ; ;93;6;0
CRP;30005258;2019;2;ADE 420 ; ;81;8;0
CRP;30005258;2019;2;ADE 495 ;Q;0;0;0
CRP;30005258;2019;2;CRP 393 ; ;73;12;0
CRP;30005258;2020;2;ADE 496 ;S;90;0;0
CRP;30005258;2020;3;ADE 490 ;S;100;0;0
CRP;30005258;2020;3;ADE 495 ;Q;0;0;0
CRP;30005258;2020;4;ADE 495 ; ;80;0;0
CRP;30005259;2016;1;ADE 101 ; ;24;6;0
CRP;30005259;2016;1;CIC 100 ; ;13;12;0
CRP;30005259;2016;1;CRP 181 ; ;46;6;0
CRP;30005259;2016;1;CRP 290 ; ;67;6;0
CRP;30005259;2016;1;CRP 296 ; ;69;3;0
CRP;30005259;2016;2;ADE 192 ;L;21;22;0
CRP;30005259;2016;2;CRP 295 ; ;33;4;0
CRP;30005259;2016;2;CRP 297 ; ;4;6;0
CRP;30005259;2017;1;ADE 194 ; ;0;0;0
CRP;30005259;2017;1;CIC 100 ;L;4;24;0
CRP;30005259;2017;1;CRP 181 ;L;0;18;0
CRP;30005259;2017;1;CRP 297 ;L;3;22;0
CRP;30005260;2016;1;ADE 101 ; ;83;2;0
CRP;30005260;2016;1;CIC 100 ; ;89;0;0
CRP;30005260;2016;1;CRP 181 ; ;77;2;0
CRP;30005260;2016;1;CRP 290 ; ;91;2;0
CRP;30005260;2016;1;CRP 296 ; ;84;0;0
CRP;30005260;2016;2;ADE 102 ; ;84;0;0
CRP;30005260;2016;2;CIC 343 ; ;89;0;0
CRP;30005260;2016;2;CRP 091 ;S;0;2;0
CRP;30005260;2016;2;CRP 191 ; ;71;2;0
CRP;30005260;2016;2;CRP 295 ; ;78;2;0
CRP;30005260;2016;2;CRP 297 ; ;70;6;0
CRP;30005260;2016;2;CRP 394 ; ;82;4;0
CRP;30005260;2017;1;ADE 150 ; ;77;4;0
CRP;30005260;2017;1;ADE 194 ; ;85;0;0
CRP;30005260;2017;1;ADE 310 ; ;93;6;0
CRP;30005260;2017;1;ADE 351 ; ;90;4;0
CRP;30005260;2017;1;CRP 192 ; ;76;2;0
CRP;30005260;2017;2;ADE 192 ; ;91;6;0
CRP;30005260;2017;2;ADE 195 ; ;86;3;0
CRP;30005260;2017;2;ADE 302 ; ;95;0;0
CRP;30005260;2017;2;ADE 311 ; ;95;0;0
CRP;30005260;2017;2;CRP 193 ; ;84;0;0
CRP;30005260;2018;1;ADE 300 ; ;80;0;0
CRP;30005260;2018;1;ADE 320 ; ;91;0;0
CRP;30005260;2018;1;ADE 322 ; ;84;0;0
CRP;30005260;2018;1;ADE 324 ; ;93;0;0
CRP;30005260;2018;1;ADE 326 ; ;86;2;0
CRP;30005260;2018;2;ADE 301 ; ;66;2;0
CRP;30005260;2018;2;ADE 321 ; ;94;0;0
CRP;30005260;2018;2;ADE 323 ; ;85;0;0
CRP;30005260;2018;2;ADE 325 ; ;91;0;0
CRP;30005260;2018;2;CRP 391 ; ;83;4;0
CRP;30005260;2019;1;ADE 313 ; ;90;2;0
CRP;30005260;2019;1;ADE 316 ; ;84;0;0
CRP;30005260;2019;1;ADE 328 ; ;92;4;0
CRP;30005260;2019;1;ADE 340 ; ;85;6;0
CRP;30005260;2019;1;CRP 292 ; ;100;0;0
CRP;30005260;2019;1;CRP 392 ; ;89;0;0
CRP;30005260;2019;2;ADE 344 ; ;94;0;0
CRP;30005260;2019;2;ADE 391 ; ;98;2;0
CRP;30005260;2019;2;ADE 420 ; ;93;0;0
CRP;30005260;2019;2;CRP 393 ; ;95;0;0
CRP;30005260;2020;2;ADE 490 ;Q;0;0;0
CRP;30005260;2020;2;ADE 496 ;Q;0;0;0
CRP;30005260;2020;2;CRP 396 ; ;95;0;0
CRP;30005260;2020;3;ADE 346 ; ;91;0;0
CRP;30005260;2020;4;ADE 406 ; ;99;2;0
CRP;30005260;2020;4;ADE 490 ;Q;0;0;0
CRP;30005260;2020;4;ADE 491 ;S;100;0;0
CRP;30005260;2020;4;ADE 495 ; ;94;0;0
CRP;30005261;2016;1;ADE 101 ; ;71;6;0
CRP;30005261;2016;1;CIC 100 ; ;44;0;0
CRP;30005261;2016;1;CRP 181 ; ;64;4;0
CRP;30005261;2016;1;CRP 290 ; ;82;4;0
CRP;30005261;2016;1;CRP 296 ; ;74;2;0
CRP;30005261;2016;2;ADE 102 ; ;60;2;0
CRP;30005261;2016;2;CIC 100 ; ;63;8;0
CRP;30005261;2016;2;CRP 091 ;S;0;0;0
CRP;30005261;2016;2;CRP 191 ;L;31;16;0
CRP;30005261;2016;2;CRP 295 ; ;36;4;0
CRP;30005261;2016;2;CRP 297 ; ;13;10;0
CRP;30005261;2017;1;ADE 150 ;L;0;42;0
CRP;30005261;2017;1;ADE 194 ; ;0;0;0
CRP;30005261;2017;1;ADE 302 ;L;0;40;0
CRP;30005261;2017;1;CRP 291 ;L;0;16;0
CRP;30005262;2016;1;ADE 101 ; ;61;6;0
CRP;30005262;2016;1;CIC 100 ; ;17;10;0
CRP;30005262;2016;1;CRP 181 ; ;64;4;0
CRP;30005262;2016;1;CRP 290 ; ;75;0;0
CRP;30005262;2016;1;CRP 296 ; ;76;3;0
CRP;30005262;2016;2;CRP 191 ;L;4;28;0
CRP;30005262;2016;2;CRP 295 ; ;54;4;0
CRP;30005262;2016;2;CRP 297 ; ;42;6;0
CRP;30005262;2017;1;ADE 194 ; ;65;0;0
CRP;30005262;2017;1;CIC 100 ; ;70;12;0
CRP;30005262;2017;1;CRP 392 ; ;75;3;0
CRP;30005262;2017;2;ADE 102 ; ;70;10;0
CRP;30005262;2017;2;ADE 192 ; ;60;8;0
CRP;30005262;2017;2;CIC 343 ; ;33;2;0
CRP;30005262;2017;2;CRP 191 ; ;5;14;0
CRP;30005262;2017;2;CRP 295 ; ;67;4;0
CRP;30005262;2017;2;CRP 297 ; ;84;6;0
CRP;30005262;2018;1;ADE 150 ; ;52;8;0
CRP;30005262;2018;1;ADE 310 ; ;76;8;0
CRP;30005262;2018;1;ADE 320 ; ;81;10;0
CRP;30005262;2018;1;ADE 322 ; ;75;2;0
CRP;30005262;2018;2;ADE 311 ; ;72;6;0
CRP;30005262;2018;2;ADE 321 ; ;65;0;0
CRP;30005262;2018;2;ADE 323 ; ;78;0;0
CRP;30005262;2018;2;CIC 343 ; ;62;8;0
CRP;30005262;2018;2;CRP 191 ; ;12;10;0
CRP;30005262;2019;1;ADE 150 ; ;64;14;0
CRP;30005262;2019;1;ADE 302 ; ;55;12;0
CRP;30005262;2019;1;ADE 340 ; ;64;15;0
CRP;30005262;2019;1;CRP 191 ; ;17;14;0
CRP;30005262;2019;2;ADE 344 ; ;60;0;0
CRP;30005262;2019;2;ADE 391 ; ;14;10;0
CRP;30005262;2019;2;CRP 191 ;L;15;16;0
CRP;30005262;2020;1;AFA 009 ;O;;;
CRP;30005262;2020;2;ADE 302 ; ;81;6;0
CRP;30005262;2020;2;CRP 291 ; ;90;4;0
CRP;30005262;2020;2;CRP 391 ; ;5;7;0
CRP;30005263;2016;1;ADE 101 ; ;48;8;0
CRP;30005263;2016;1;CIC 100 ; ;68;0;0
CRP;30005263;2016;1;CRP 181 ; ;63;0;0
CRP;30005263;2016;1;CRP 290 ; ;94;0;0
CRP;30005263;2016;1;CRP 296 ; ;71;3;0
CRP;30005263;2016;2;CIC 343 ; ;34;10;0
CRP;30005263;2016;2;CRP 091 ;N;0;8;0
CRP;30005263;2016;2;CRP 191 ;L;20;16;0
CRP;30005263;2016;2;CRP 291 ; ;90;0;0
CRP;30005263;2016;2;CRP 295 ; ;42;2;0
CRP;30005263;2016;2;CRP 297 ; ;32;12;0
CRP;30005263;2016;2;CRP 391 ;L;19;17;0
CRP;30005263;2017;0;ADE 329 ; ;75;4;0
CRP;30005263;2017;1;ADE 101 ;L;15;30;0
CRP;30005263;2017;1;ADE 194 ; ;0;0;0
CRP;30005263;2017;1;ADE 310 ;L;16;26;0
CRP;30005263;2017;1;ADE 402 ; ;90;0;0
CRP;30005263;2017;1;CRP 091 ;N;0;12;0
CRP;30005263;2017;1;CRP 191 ;L;3;20;0
CRP;30005263;2017;1;CRP 297 ;L;32;26;0
CRP;30005263;2017;2;ADE 192 ;L;11;16;0
